kode_billing,tgl_billing,expired_billing,status,kd_kantor,dokumen,no_dok,tgl_dok,total_pungutan,total_dibayar,tgl_bayar,bank
620220200105003,2022-02-10,2022-04-10,Tunggu Rekon CEISA,040600,17,EN155080978JP20220208,2022-02-10,175000,175000,2022-02-12,POS INDONESIA
620220200069836,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP222973145SG20220204,2022-02-07,2000,2000,2022-02-10,POS INDONESIA
620220200042372,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UX301017062SE20220202,2022-02-04,19000,19000,2022-02-15,POS INDONESIA
620220200130505,2022-02-12,2022-04-12,Tunggu Rekon CEISA,040600,17,LB868849446DE20220209,2022-02-12,61000,61000,2022-02-15,POS INDONESIA
620220200069174,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP589889442MY20220204,2022-02-07,2000,2000,2022-02-12,POS INDONESIA
620220200053201,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UD429114889MY20220202,2022-02-04,2000,2000,2022-02-11,POS INDONESIA
620220200003161,2022-02-02,2022-02-06,Tunggu Rekon CEISA,040600,05,EV996878698CN20211015,2022-02-02,1363000,1363000,2022-02-03,POS INDONESIA
620220200148632,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,UI004907878BE20220212,2022-02-15,180000,180000,2022-02-19,POS INDONESIA
620220200070420,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,RC622108751DE20220205,2022-02-07,31000,31000,2022-02-22,POS INDONESIA
620220200093118,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,LP223341520SG20220208,2022-02-09,4000,4000,2022-02-14,POS INDONESIA
620220200250610,2022-02-24,2022-04-24,Kirim Billing,040600,17,EV010499775CN20220223,2022-02-24,197000,0,NA,NA
620220200266483,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP590148519MY20220224,2022-02-25,10000,0,NA,NA
620220200086319,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,UA017925359FI20220131,2022-02-08,215000,215000,2022-02-12,POS INDONESIA
620220200080253,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP223386923SG20220207,2022-02-08,1000,1000,2022-02-14,POS INDONESIA
620220200156167,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP223843929SG20220214,2022-02-15,3000,3000,2022-02-21,POS INDONESIA
620220200172957,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,RX177889268DE20220126,2022-02-16,53000,53000,2022-02-21,POS INDONESIA
620220200081388,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP223528808SG20220207,2022-02-08,176000,176000,2022-02-12,POS INDONESIA
620220200250505,2022-02-24,2022-04-24,Kirim Billing,040600,17,UQ294443408SG20220221,2022-02-24,2000,0,NA,NA
620220200045250,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LP223020159SG20220203,2022-02-04,4000,4000,2022-02-09,POS INDONESIA
620220200226720,2022-02-22,2022-04-22,Kirim Billing,040600,17,UQ294119280SG20220218,2022-02-22,2000,0,NA,NA
620220200203403,2022-02-20,2022-04-20,Tunggu Rekon CEISA,040600,17,LP223909744SG20220216,2022-02-20,22000,22000,2022-02-24,POS INDONESIA
620220200229072,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,RX124760131JP20220217,2022-02-22,24000,24000,2022-02-24,POS INDONESIA
620220200130466,2022-02-12,2022-04-12,Tunggu Rekon CEISA,040600,17,LC1000674934520220204,2022-02-12,4000,4000,2022-02-17,POS INDONESIA
620220200016092,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UQ285204930SG20220131,2022-02-02,2000,2000,2022-02-18,POS INDONESIA
620220200122836,2022-02-11,2022-04-11,Tunggu Rekon CEISA,040600,17,EG717454852JP20220210,2022-02-11,180000,180000,2022-02-16,POS INDONESIA
620220200072710,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,UK003988929NO20220204,2022-02-07,46000,46000,2022-02-11,POS INDONESIA
620220200036400,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,UO990320495CH20220129,2022-02-03,2000,2000,2022-02-17,POS INDONESIA
620220200156091,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP487556064SG20220214,2022-02-15,129000,129000,2022-02-21,POS INDONESIA
620220200218258,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,LP224303236SG20220219,2022-02-21,3000,3000,2022-02-24,POS INDONESIA
620220200092545,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,RX123835743JP20220208,2022-02-09,24000,24000,2022-02-15,POS INDONESIA
620220200016058,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UD429104881MY20220201,2022-02-02,2000,2000,2022-02-10,POS INDONESIA
620220200011323,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP222849868SG20220131,2022-02-02,24000,24000,2022-02-07,POS INDONESIA
620220200019146,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UF542244121SE20220128,2022-02-02,5000,5000,2022-02-05,POS INDONESIA
620220200171844,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,LC1000690281520220212,2022-02-16,29000,29000,2022-02-24,POS INDONESIA
620220200068610,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP222780476SG20220205,2022-02-07,2000,2000,2022-02-11,POS INDONESIA
620220200105785,2022-02-10,2022-04-10,Tunggu Rekon CEISA,040600,17,RN653793855GB20220208,2022-02-10,110000,110000,2022-02-18,POS INDONESIA
620220200243161,2022-02-23,2022-04-23,Tunggu Rekon CEISA,040600,17,EK127013442SA20220222,2022-02-23,1000,1000,2022-03-01,POS INDONESIA
620220200056891,2022-02-05,2022-04-05,Tunggu Rekon CEISA,040600,17,EX235069724SG20220202,2022-02-05,564000,564000,2022-02-08,POS INDONESIA
620220200233398,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,EG006733070TW20220219,2022-02-22,657000,657000,2022-02-24,POS INDONESIA
620220200035068,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,EG006576595TW20220202,2022-02-03,330000,330000,2022-02-09,POS INDONESIA
620220200050040,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,EN154276165JP20220203,2022-02-04,231000,231000,2022-02-08,POS INDONESIA
620220200161269,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP589890595MY20220210,2022-02-15,12000,12000,2022-02-18,POS INDONESIA
620220200208208,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,EL502416999JP20220219,2022-02-21,19000,19000,2022-02-26,POS INDONESIA
620220200083711,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP589835815MY20220207,2022-02-08,43000,43000,2022-02-11,POS INDONESIA
620220200021640,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,EL524929615JP20220127,2022-02-03,127000,127000,2022-02-08,POS INDONESIA
620220200254723,2022-02-24,2022-04-24,Kirim Billing,040600,17,EB760524344CN20220222,2022-02-24,177000,0,NA,NA
620220200241982,2022-02-23,2022-04-23,Tunggu Rekon CEISA,040600,17,LP224255323SG20220221,2022-02-23,102000,102000,2022-02-25,POS INDONESIA
620220200130290,2022-02-12,2022-04-12,Kirim Billing,040600,17,LC1000683291320220204,2022-02-12,1000,0,NA,NA
620220200053461,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UQ287286667SG20220202,2022-02-04,2000,2000,2022-02-08,POS INDONESIA
620220200031908,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP221540412SG20220124,2022-02-03,2000,2000,2022-02-05,POS INDONESIA
620220200232318,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,LP223556211SG20220209,2022-02-22,2000,2000,2022-03-01,POS INDONESIA
620220200142888,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,UQ288074743SG20220211,2022-02-14,5000,5000,2022-02-18,POS INDONESIA
620220200174538,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,LP223897224SG20220214,2022-02-16,38000,38000,2022-02-19,POS INDONESIA
620220200012804,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP904699450SG20220128,2022-02-02,48000,48000,2022-02-09,POS INDONESIA
620220200077744,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,RU952850501NL20220207,2022-02-08,255000,255000,2022-02-12,POS INDONESIA
620220200236396,2022-02-23,2022-04-23,Kirim Billing,040600,17,LC1000681477520220221,2022-02-23,1604000,0,NA,NA
620220200213544,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,LP224544736SG20220219,2022-02-21,2000,2000,2022-02-24,POS INDONESIA
620220200078321,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP223251957SG20220207,2022-02-08,24000,24000,2022-02-11,POS INDONESIA
620220200030302,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP221753602SG20220202,2022-02-03,12000,12000,2022-02-14,POS INDONESIA
620220200215486,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,LD005049544SG20220219,2022-02-21,95000,95000,2022-02-23,POS INDONESIA
620220200199778,2022-02-18,2022-04-18,Kirim Billing,040600,17,LP590003151MY20220217,2022-02-18,3000,0,NA,NA
620220200251943,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224442533SG20220221,2022-02-24,27000,0,NA,NA
620220200156636,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP222240992SG20220126,2022-02-15,421000,421000,2022-02-15,NA
620220200117773,2022-02-11,2022-04-11,Tunggu Rekon CEISA,040600,17,LP589971515MY20220209,2022-02-11,132000,132000,2022-02-16,POS INDONESIA
620220200099930,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,LC1000680608520220208,2022-02-09,2000,2000,2022-02-14,POS INDONESIA
620220200124919,2022-02-11,2022-04-11,Tunggu Rekon CEISA,040600,17,LP589936791MY20220210,2022-02-11,253000,253000,2022-02-16,POS INDONESIA
620220200016030,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UQ097254133DE20220201,2022-02-02,3000,3000,2022-02-14,POS INDONESIA
620220200129384,2022-02-12,2022-04-12,Tunggu Rekon CEISA,040600,17,LP223394831SG20220209,2022-02-12,143000,143000,2022-02-15,POS INDONESIA
620220200151009,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,EV733126215CN20220212,2022-02-15,53000,53000,2022-02-17,POS INDONESIA
620220200063385,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,CM471911876DE20220127,2022-02-07,1265000,1265000,2022-02-10,POS INDONESIA
620220200058764,2022-02-06,2022-04-06,Tunggu Rekon CEISA,040600,17,LP222767041SG20220203,2022-02-06,2000,2000,2022-02-10,POS INDONESIA
620220200144127,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LP223726967SG20220212,2022-02-14,2000,2000,2022-02-19,POS INDONESIA
620220200186930,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,UQ293983018SG20220214,2022-02-17,2000,2000,2022-02-22,POS INDONESIA
620220200146811,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LP223606774SG20220209,2022-02-14,3000,3000,2022-02-22,POS INDONESIA
620220200177768,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,RR190557469MY20220215,2022-02-17,5000,5000,2022-02-24,POS INDONESIA
620220200050120,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,EN154868049JP20220203,2022-02-04,174000,174000,2022-02-09,POS INDONESIA
620220200255136,2022-02-24,2022-04-24,Tunggu Rekon CEISA,040600,17,LP590141586MY20220223,2022-02-24,2000,2000,2022-02-26,POS INDONESIA
620220200069429,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP589799985MY20220204,2022-02-07,3000,3000,2022-02-12,POS INDONESIA
620220200123676,2022-02-11,2022-04-11,Tunggu Rekon CEISA,040600,17,RX180112920DE20220210,2022-02-11,318000,318000,2022-02-18,POS INDONESIA
620220200212211,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,US060390569CA20220207,2022-02-21,61000,61000,2022-02-25,POS INDONESIA
620220200098481,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,UQ287324776SG20220203,2022-02-09,1000,1000,2022-02-12,POS INDONESIA
620220200183301,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,EX235295796SG20220214,2022-02-17,394000,394000,2022-02-22,POS INDONESIA
620220200174566,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,RP814211284SG20220215,2022-02-16,3000,3000,2022-02-22,POS INDONESIA
620220200258351,2022-02-24,2022-04-24,Tunggu Rekon CEISA,040600,17,LP224949594SG20220223,2022-02-24,17000,17000,2022-03-01,POS INDONESIA
620220200073966,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP223275746SG20220204,2022-02-07,74000,74000,2022-02-21,POS INDONESIA
620220200164225,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,LP223745405SG20220210,2022-02-16,87000,87000,2022-02-18,POS INDONESIA
620220200074306,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,UM203045409US20220204,2022-02-07,27000,27000,2022-02-16,POS INDONESIA
620220200045523,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LP223190025SG20220203,2022-02-04,20000,20000,2022-02-18,POS INDONESIA
620220200264301,2022-02-25,2022-04-25,Kirim Billing,040600,17,UX029436653FR20220224,2022-02-25,93000,0,NA,NA
620220200035662,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,UC176380540AU20220131,2022-02-03,12000,12000,2022-02-12,POS INDONESIA
620220200097453,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,LP589889500MY20220208,2022-02-09,12000,12000,2022-02-12,POS INDONESIA
620220200125343,2022-02-11,2022-04-11,Tunggu Rekon CEISA,040600,17,LP589931984MY20220210,2022-02-11,3000,3000,2022-02-16,POS INDONESIA
620220200045701,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,UM613428545US20220203,2022-02-04,103000,103000,2022-02-10,BANK CENTRAL ASIA
620220200207416,2022-02-21,2022-04-21,Tunggu Rekon CEISA,040600,17,EH903470317IR20220218,2022-02-21,211000,211000,2022-02-24,POS INDONESIA
620220200182350,2022-02-17,2022-04-17,Kirim Billing,040600,17,LP037364967HK20220215,2022-02-17,4000,0,NA,NA
620220200069750,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LX929692038TW20220204,2022-02-07,22000,22000,2022-02-14,POS INDONESIA
620220200027278,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP222940938SG20220201,2022-02-03,87000,87000,2022-02-12,POS INDONESIA
620220200174216,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,EI003029414NL20220211,2022-02-16,638000,638000,2022-02-18,POS INDONESIA
620220200028437,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP222580483SG20220201,2022-02-03,108000,108000,2022-02-15,POS INDONESIA
620220200219369,2022-02-22,2022-04-22,Kirim Billing,040600,17,EX235352754SG20220221,2022-02-22,2000,0,NA,NA
620220200098185,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,UA044349894JP20220208,2022-02-09,31000,31000,2022-02-17,POS INDONESIA
620220200065916,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,UQ286038876SG20220205,2022-02-07,2000,2000,2022-02-11,POS INDONESIA
620220200032169,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP222367083SG20220201,2022-02-03,22000,22000,2022-02-18,POS INDONESIA
620220200230167,2022-02-22,2022-04-22,Kirim Billing,040600,17,LV421625609CN20220221,2022-02-22,80000,0,NA,NA
620220200222910,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,EL502429652JP20220221,2022-02-22,54000,54000,2022-02-26,POS INDONESIA
620220200028536,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LB267055426SG20220201,2022-02-03,12000,12000,2022-02-09,POS INDONESIA
620220200111210,2022-02-10,2022-04-10,Tunggu Rekon CEISA,040600,17,LP589884445MY20220209,2022-02-10,27000,27000,2022-02-16,POS INDONESIA
620220200018542,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,UQ287016673SG20220128,2022-02-02,2000,2000,2022-02-04,POS INDONESIA
620220200199125,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,UQ288243124SG20220217,2022-02-18,12000,12000,2022-02-22,POS INDONESIA
620220200197940,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,UQ294572172SG20220217,2022-02-18,4000,4000,2022-02-23,POS INDONESIA
620220200018716,2022-02-02,2022-04-02,Kirim Billing,040600,17,LP222482883SG20220129,2022-02-02,178000,0,NA,NA
620220200048034,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LP589820864MY20220203,2022-02-04,2000,2000,2022-02-10,POS INDONESIA
620220200141032,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LP223331465SG20220211,2022-02-14,14000,14000,2022-02-17,POS INDONESIA
620220200020422,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP222606870SG20220131,2022-02-02,2000,2000,2022-02-07,POS INDONESIA
620220200143689,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,UQ288111891SG20220211,2022-02-14,2000,2000,2022-02-18,POS INDONESIA
620220200074107,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP223619225SG20220204,2022-02-07,3000,3000,2022-02-11,POS INDONESIA
620220200179324,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,RR294802255LV20220216,2022-02-17,34000,34000,2022-02-24,POS INDONESIA
620220200183618,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,EG290861593KR20220216,2022-02-17,2000,2000,2022-02-22,POS INDONESIA
620220200265513,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP224807145SG20220224,2022-02-25,32000,0,NA,NA
620220200070544,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,RX123607370JP20220205,2022-02-07,19000,19000,2022-02-10,POS INDONESIA
620220200051876,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,RY079299650GB20220202,2022-02-04,109000,109000,2022-02-10,POS INDONESIA
620220200235835,2022-02-23,2022-04-23,Tunggu Rekon CEISA,040600,17,LP224755580SG20220222,2022-02-23,2000,2000,2022-02-26,POS INDONESIA
620220200188641,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,UQ297015275SG20220216,2022-02-17,5000,5000,2022-02-24,POS INDONESIA
620220200243320,2022-02-23,2022-04-23,Tunggu Rekon CEISA,040600,17,RX125288838JP20220222,2022-02-23,124000,124000,2022-02-25,POS INDONESIA
620220200022131,2022-02-03,2022-04-03,Tunggu Rekon CEISA,040600,17,LP222693794SG20220131,2022-02-03,61000,61000,2022-02-12,POS INDONESIA
620220200068008,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP223624092SG20220204,2022-02-07,4000,4000,2022-02-11,POS INDONESIA
620220200090832,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,LP223635974SG20220207,2022-02-09,196000,196000,2022-02-17,POS INDONESIA
620220200011402,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP222719899SG20220131,2022-02-02,19000,19000,2022-02-08,POS INDONESIA
620220200071110,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,CP314269250MY20220204,2022-02-07,126000,126000,2022-02-11,POS INDONESIA
620220200097597,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,LP223259995SG20220208,2022-02-09,34000,34000,2022-02-17,POS INDONESIA
620220200229093,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,LP590026170MY20220217,2022-02-22,2000,2000,2022-02-25,POS INDONESIA
620220200078669,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,RR344142221TR20220207,2022-02-08,24000,24000,2022-02-15,POS INDONESIA
620220200077408,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP223247904SG20220207,2022-02-08,69000,69000,2022-02-15,POS INDONESIA
620220200197902,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,EG290759835KR20220215,2022-02-18,525000,525000,2022-02-23,POS INDONESIA
620220200146345,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,UV071388685DE20220212,2022-02-14,2000,2000,2022-02-19,POS INDONESIA
620220200239763,2022-02-23,2022-04-23,Kirim Billing,040600,17,LP224639986SG20220222,2022-02-23,4000,0,NA,NA
620220200063001,2022-02-07,2022-04-07,Tunggu Rekon CEISA,040600,17,LP222344241SG20220131,2022-02-07,101000,101000,2022-02-11,POS INDONESIA
620220200097003,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,LP223762377SG20220208,2022-02-09,50000,50000,2022-02-18,POS INDONESIA
620220200012734,2022-02-02,2022-04-02,Tunggu Rekon CEISA,040600,17,LP222543083SG20220131,2022-02-02,41000,41000,2022-02-09,POS INDONESIA
620220200226950,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,LP224508172SG20220221,2022-02-22,40000,40000,2022-02-22,PT. TOKOPEDIA
620220200232324,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,RX123969351JP20220209,2022-02-22,22000,22000,2022-02-24,POS INDONESIA
620220200058356,2022-02-06,2022-04-06,Tunggu Rekon CEISA,040600,17,EX235015346SG20220131,2022-02-06,449000,449000,2022-02-09,POS INDONESIA
620220200046804,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,LP222934362SG20220202,2022-02-04,27000,27000,2022-02-07,BANK NEGARA INDONESIA
620220200249248,2022-02-24,2022-04-24,Kirim Billing,040600,17,EE065096626MY20220216,2022-02-24,379000,0,NA,NA
620220200232101,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,LP223183435SG20220210,2022-02-22,2000,2000,2022-02-24,POS INDONESIA
620220200189094,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,UQ295179903SG20220216,2022-02-18,2000,2000,2022-02-23,POS INDONESIA
620220200229662,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,UQ291964679SG20220221,2022-02-22,17000,17000,2022-02-25,POS INDONESIA
620220200270722,2022-02-25,2022-04-25,Kirim Billing,040600,17,UQ295651319SG20220224,2022-02-25,2000,0,NA,NA
620220200267720,2022-02-25,2022-04-25,Kirim Billing,040600,17,EK244071403FR20220223,2022-02-25,694000,0,NA,NA
620220200260883,2022-02-25,2022-04-25,Kirim Billing,040600,17,CP300745342MY20220219,2022-02-25,41000,0,NA,NA
620220200098024,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,UQ283872851SG20220208,2022-02-09,2000,2000,2022-02-15,POS INDONESIA
620220200251301,2022-02-24,2022-04-24,Kirim Billing,040600,17,UQ283595107SG20220219,2022-02-24,2000,0,NA,NA
620220200266582,2022-02-25,2022-04-25,Kirim Billing,040600,17,UQ299584518SG20220224,2022-02-25,3000,0,NA,NA
620220200159961,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,EB042829235KR20220214,2022-02-15,394000,394000,2022-02-15,PT. TOKOPEDIA
620220200178313,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP223722007SG20220215,2022-02-17,20000,20000,2022-02-21,POS INDONESIA
620220200098862,2022-02-09,2022-04-09,Tunggu Rekon CEISA,040600,17,LW459671792DE20220208,2022-02-09,80000,80000,2022-02-22,POS INDONESIA
620220200199709,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,LP590025951MY20220217,2022-02-18,2000,2000,2022-02-24,POS INDONESIA
620220200194297,2022-02-18,2022-04-18,Tunggu Rekon CEISA,040600,17,CH156440978US20220217,2022-02-18,275000,275000,2022-02-23,POS INDONESIA
620220200264671,2022-02-25,2022-04-25,Kirim Billing,040600,17,LP224255283SG20220224,2022-02-25,5000,0,NA,NA
620220200227465,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,UQ296665739SG20220221,2022-02-22,2000,2000,2022-02-25,POS INDONESIA
620220200257493,2022-02-24,2022-04-24,Kirim Billing,040600,17,LP224699185SG20220223,2022-02-24,105000,0,NA,NA
620220200217403,2022-02-21,2022-04-21,Kirim Billing,040600,17,LP223941869SG20220218,2022-02-21,97000,0,NA,NA
620220200134780,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LP223805979SG20220213,2022-02-14,100000,100000,2022-02-19,POS INDONESIA
620220200176760,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP904743975SG20220215,2022-02-17,187000,187000,2022-02-21,POS INDONESIA
620220200081470,2022-02-08,2022-04-08,Tunggu Rekon CEISA,040600,17,LP223567599SG20220207,2022-02-08,13000,13000,2022-02-12,POS INDONESIA
620220200129922,2022-02-12,2022-04-12,Tunggu Rekon CEISA,040600,17,LH156964856US20220209,2022-02-12,5000,5000,2022-02-22,POS INDONESIA
620220200236631,2022-02-23,2022-04-23,Kirim Billing,040600,17,LP590076383MY20220222,2022-02-23,27000,0,NA,NA
620220200190105,2022-02-18,2022-04-18,Kirim Billing,040600,17,UV507660580UZ20220215,2022-02-18,27000,0,NA,NA
620220200248523,2022-02-24,2022-04-24,Kirim Billing,040600,17,EN157412134JP20220222,2022-02-24,29000,0,NA,NA
620220200231816,2022-02-22,2022-04-22,Tunggu Rekon CEISA,040600,17,LP223748812SG20220209,2022-02-22,14000,14000,2022-02-24,POS INDONESIA
620220200187333,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,UV504779418UZ20220215,2022-02-17,2000,2000,2022-02-24,POS INDONESIA
620220200180220,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP224046855SG20220216,2022-02-17,26000,26000,2022-02-19,POS INDONESIA
620220200047904,2022-02-04,2022-04-04,Kirim Billing,040600,17,LP222145356SG20220131,2022-02-04,46000,0,NA,NA
620220200177429,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LW461221559DE20220215,2022-02-17,41000,41000,2022-02-22,POS INDONESIA
620220200058256,2022-02-05,2022-04-05,Tunggu Rekon CEISA,040600,17,EA338905335HK20220202,2022-02-05,335000,335000,2022-02-07,POS INDONESIA
620220200236269,2022-02-23,2022-04-23,Kirim Billing,040600,17,ES357688449KR20220221,2022-02-23,158000,0,NA,NA
620220200276428,2022-02-27,2022-04-27,Kirim Billing,040600,17,CP001649477IN20220224,2022-02-27,1436000,0,NA,NA
620220200174531,2022-02-16,2022-04-16,Tunggu Rekon CEISA,040600,17,EV010207177CN20220215,2022-02-16,119000,119000,2022-02-22,POS INDONESIA
620220200040082,2022-02-04,2022-04-04,Tunggu Rekon CEISA,040600,17,EB760099275CN20220129,2022-02-04,27000,27000,2022-02-09,POS INDONESIA
620220200182048,2022-02-17,2022-04-17,Tunggu Rekon CEISA,040600,17,LP223469849SG20220210,2022-02-17,41000,41000,2022-02-19,POS INDONESIA
620220200149049,2022-02-15,2022-04-15,Tunggu Rekon CEISA,040600,17,LP223748675SG20220212,2022-02-15,27000,27000,2022-02-19,POS INDONESIA
620220200134995,2022-02-14,2022-04-14,Tunggu Rekon CEISA,040600,17,LV417843647CN20220212,2022-02-14,3000,3000,2022-02-19,POS INDONESIA
